payment_id,customer_id_payment,staff_id_payment,rental_id,amount,payment_date,rental_date,inventory_id,customer_id_rental,return_date,staff_id_rental,last_update_x_x,customer_id,store_id_x,first_name,last_name,email,address_id,activebool,create_date,last_update_y_x,active,film_id,store_id_y,last_update_x_y,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update_y_y,special_features,fulltext
18136,506,2,2824,6.99,2007-02-19 19:00:11.996577,2005-06-19 20:31:45,2878,506,2005-06-29 00:40:45,2,2006-02-16 02:30:53,506,2,Leslie,Seward,leslie.seward@sakilacustomer.org,511,True,2006-02-14,2013-05-26 14:49:45.738,1,631,1,2006-02-15 10:09:17,Novocaine Flight,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,2006,1,4,0.99,64,11.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes']",'crocodil':16 'display':5 'fanci':4 'flight':2 'must':13 'nigeria':18 'novocain':1 'outgun':14 'student':8 'teacher':11
18137,507,2,1307,4.99,2007-02-15 08:34:41.996577,2005-06-15 10:06:15,368,507,2005-06-20 04:50:15,2,2006-02-16 02:30:53,507,2,Edgar,Rhoads,edgar.rhoads@sakilacustomer.org,512,True,2006-02-14,2013-05-26 14:49:45.738,1,81,1,2006-02-15 10:09:17,Blindness Gun,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,2006,1,6,4.99,103,29.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'blind':1 'boat':20 'dentist':11 'drama':5 'gun':2 'hunter':16 'jet':19 'meet':14 'must':13 'robot':8 'touch':4
18138,507,1,2143,4.99,2007-02-17 20:26:39.996577,2005-06-17 21:58:13,1257,507,2005-06-19 23:59:13,2,2006-02-16 02:30:53,507,2,Edgar,Rhoads,edgar.rhoads@sakilacustomer.org,512,True,2006-02-14,2013-05-26 14:49:45.738,1,278,1,2006-02-15 10:09:17,Elf Murder,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,2006,1,4,4.99,155,19.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'abandon':21 'action':5 'action-pack':4 'elf':1 'frisbe':10 'girl':18 'mine':22 'murder':2 'must':15 'pack':6 'reach':16 'shaft':23 'stori':7 'woman':13
18139,507,2,2283,4.99,2007-02-18 05:24:32.996577,2005-06-18 06:56:06,2056,507,2005-06-19 05:11:06,2,2006-02-16 02:30:53,507,2,Edgar,Rhoads,edgar.rhoads@sakilacustomer.org,512,True,2006-02-14,2013-05-26 14:49:45.738,1,446,2,2006-02-15 10:09:17,Hysterical Grail,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,2006,1,5,4.99,150,19.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes']",'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5
18140,508,2,1661,4.99,2007-02-16 08:41:23.996577,2005-06-16 10:12:57,2403,508,2005-06-24 09:23:57,2,2006-02-16 02:30:53,508,2,Milton,Howland,milton.howland@sakilacustomer.org,513,True,2006-02-14,2013-05-26 14:49:45.738,1,525,1,2006-02-15 10:09:17,Loathing Legally,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,1,4,0.99,140,29.99,R,2013-05-26 14:50:58.951,['Deleted Scenes'],'bore':4 'epistl':5 'escap':15 'frisbe':17 'gulf':20 'legal':2 'loath':1 'mad':11 'mexico':22 'must':14 'pioneer':8 'scientist':12
18141,509,1,1267,2.99,2007-02-15 05:49:47.996577,2005-06-15 07:21:21,4246,509,2005-06-17 08:12:21,2,2006-02-16 02:30:53,509,1,Raul,Fortier,raul.fortier@sakilacustomer.org,514,True,2006-02-14,2013-05-26 14:49:45.738,1,923,2,2006-02-15 10:09:17,Unfaithful Kill,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2006,1,7,2.99,78,12.99,R,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes']",'battl':15 'documentari':5 'kill':2 'mad':11 'must':14 'new':20 'orlean':21 'scientist':12 'taut':4 'technic':17 'unfaith':1 'waitress':8 'writer':18
18142,509,2,2919,4.99,2007-02-20 02:38:42.996577,2005-06-20 04:10:16,2835,509,2005-06-27 06:34:16,1,2006-02-16 02:30:53,509,1,Raul,Fortier,raul.fortier@sakilacustomer.org,514,True,2006-02-14,2013-05-26 14:49:45.738,1,621,2,2006-02-15 10:09:17,Network Peak,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,1,5,2.99,75,23.99,PG-13,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'boat':11 'butler':8 'california':19 'mad':16 'must':13 'network':1 'outgun':14 'peak':2 'reflect':5 'scientist':17 'unbeliev':4
18143,510,2,1435,5.99,2007-02-15 17:00:56.996577,2005-06-15 18:32:30,2769,510,2005-06-24 12:44:30,2,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,608,2,2006-02-15 10:09:17,Murder Antitrust,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,2006,1,6,2.99,166,11.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5
18144,510,2,1757,0.99,2007-02-16 16:00:50.996577,2005-06-16 17:32:24,4491,510,2005-06-18 13:12:24,1,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,981,1,2006-02-15 10:09:17,Wolves Desire,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,2006,1,7,0.99,55,13.99,NC-17,2013-05-26 14:50:58.951,['Behind the Scenes'],'desir':2 'drama':7 'fast':5 'fast-pac':4 'manhattan':22 'must':15 'pace':6 'penthous':23 'robot':13 'squirrel':10 'succumb':16 'technic':18 'wolv':1 'writer':19
18145,510,2,1925,0.99,2007-02-17 04:45:13.996577,2005-06-17 06:16:47,3995,510,2005-06-21 06:03:47,1,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,870,2,2006-02-15 10:09:17,Swarm Gold,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,2006,1,4,0.99,123,12.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries']",'boat':11 'conquer':14 'convent':21 'crocodil':8 'gold':2 'insight':4 'must':13 'mysql':20 'panorama':5 'sumo':16 'swarm':1 'wrestler':17
18146,510,1,2729,8.99,2007-02-19 13:34:41.996577,2005-06-19 15:06:15,4449,510,2005-06-27 17:58:15,2,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,972,2,2006-02-15 10:09:17,Whisperer Giant,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,2006,1,4,4.99,59,24.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes']",'ancient':18 'confront':14 'dentist':8 'giant':2 'hunter':11 'intrepid':4 'japan':19 'monkey':16 'must':13 'stori':5 'whisper':1
18147,510,2,2806,0.99,2007-02-19 17:59:14.996577,2005-06-19 19:30:48,2114,510,2005-06-20 19:42:48,2,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,458,2,2006-02-15 10:09:17,Indian Love,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,4,0.99,135,26.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'abandon':21 'astronaut':18 'fun':22 'hous':23 'indian':1 'insight':4 'kill':16 'love':2 'mad':8,12 'must':15 'saga':5 'scientist':9,13"
18148,510,2,2817,0.99,2007-02-19 18:33:48.996577,2005-06-19 20:05:22,3476,510,2005-06-24 23:29:22,1,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,762,2,2006-02-15 10:09:17,Sassy Packer,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006,1,6,0.99,154,29.99,G,2013-05-26 14:50:58.951,"['Deleted Scenes', 'Behind the Scenes']",'documentari':7 'dog':10 'fast':5 'fast-pac':4 'find':16 'manhattan':21 'moos':18 'must':15 'pace':6 'packer':2 'penthous':22 'sassi':1 'teacher':13
18149,510,2,3352,8.99,2007-02-21 09:54:55.996577,2005-06-21 11:26:29,578,510,2005-06-28 07:26:29,1,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,126,2,2006-02-15 10:09:17,Casualties Encino,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006,1,3,4.99,179,16.99,G,2013-05-26 14:50:58.951,['Trailers'],'boy':18 'casualti':1 'chef':13 'encino':2 'face':16 'insight':4 'monasteri':21 'must':15 'pastri':12 'shark':9 'yarn':5
18150,510,2,3465,5.99,2007-02-21 20:38:27.996577,2005-06-21 22:10:01,1488,510,2005-06-30 21:35:01,1,2006-02-16 02:30:53,510,2,Ben,Easter,ben.easter@sakilacustomer.org,515,True,2006-02-14,2013-05-26 14:49:45.738,0,326,2,2006-02-15 10:09:17,Flying Hook,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,2006,1,6,2.99,69,18.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'challeng':15 'cow':9 'display':5 'dog':12 'fli':1 'frisbe':17 'hook':2 'mad':8 'must':14 'nigeria':19 'thrill':4
18151,511,2,1281,2.99,2007-02-15 06:50:05.996577,2005-06-15 08:21:39,2963,511,2005-06-17 11:03:39,1,2006-02-16 02:30:53,511,1,Chester,Benner,chester.benner@sakilacustomer.org,516,True,2006-02-14,2013-05-26 14:49:45.738,1,649,2,2006-02-15 10:09:17,Oz Liaisons,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,2006,1,4,2.99,85,14.99,R,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5
18152,511,1,1508,2.99,2007-02-15 21:01:50.996577,2005-06-15 22:33:24,1141,511,2005-06-18 02:27:24,2,2006-02-16 02:30:53,511,1,Chester,Benner,chester.benner@sakilacustomer.org,516,True,2006-02-14,2013-05-26 14:49:45.738,1,252,2,2006-02-15 10:09:17,Dream Pickup,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,1,6,2.99,135,18.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'car':8 'compos':11 'display':5 'dream':1 'epic':4 'forens':16 'gulf':20 'mexico':22 'must':13 'overcom':14 'pickup':2 'psychologist':17
18153,511,2,2966,10.99,2007-02-20 06:07:59.996577,2005-06-20 07:39:33,3483,511,2005-06-29 07:48:33,1,2006-02-16 02:30:53,511,1,Chester,Benner,chester.benner@sakilacustomer.org,516,True,2006-02-14,2013-05-26 14:49:45.738,1,763,2,2006-02-15 10:09:17,Satisfaction Confidential,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006,1,3,4.99,75,26.99,G,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'agent':17 'ancient':19 'butler':11 'china':20 'confidenti':2 'dentist':8 'lacklustur':4 'meet':14 'must':13 'satisfact':1 'secret':16 'yarn':5
18154,511,2,3366,4.99,2007-02-21 11:32:03.996577,2005-06-21 13:03:37,2584,511,2005-06-26 16:29:37,1,2006-02-16 02:30:53,511,1,Chester,Benner,chester.benner@sakilacustomer.org,516,True,2006-02-14,2013-05-26 14:49:45.738,1,567,1,2006-02-15 10:09:17,Meet Chocolate,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,2006,1,3,2.99,80,26.99,G,2013-05-26 14:50:58.951,['Trailers'],'bore':4 'butler':11 'chocol':2 'confront':14 'convent':20 'dentist':8 'documentari':5 'meet':1 'monkey':16 'must':13 'mysql':19
18155,512,1,1176,6.99,2007-02-14 22:57:03.996577,2005-06-15 00:28:37,2715,512,2005-06-21 21:42:37,1,2006-02-16 02:30:53,512,1,Cecil,Vines,cecil.vines@sakilacustomer.org,517,True,2006-02-14,2013-05-26 14:49:45.738,1,596,1,2006-02-15 10:09:17,Moonshine Cabin,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,2006,1,4,4.99,171,25.99,PG-13,2013-05-26 14:50:58.951,['Behind the Scenes'],'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4
18156,512,2,2029,4.99,2007-02-17 11:39:25.996577,2005-06-17 13:10:59,914,512,2005-06-19 18:15:59,1,2006-02-16 02:30:53,512,1,Cecil,Vines,cecil.vines@sakilacustomer.org,517,True,2006-02-14,2013-05-26 14:49:45.738,1,203,2,2006-02-15 10:09:17,Daisy Menagerie,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,1,5,4.99,84,9.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'ancient':21 'chef':11 'compos':19 'daisi':1 'fast':5 'fast-pac':4 'india':22 'menageri':2 'monkey':14 'must':16 'pace':6 'pastri':10 'saga':7 'sink':17
18157,512,1,2364,2.99,2007-02-18 12:05:58.996577,2005-06-18 13:37:32,2856,512,2005-06-23 14:18:32,1,2006-02-16 02:30:53,512,1,Cecil,Vines,cecil.vines@sakilacustomer.org,517,True,2006-02-14,2013-05-26 14:49:45.738,1,625,2,2006-02-15 10:09:17,None Spiking,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,1,3,0.99,83,18.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries']",'agent':9 'astronaut':12 'bore':4 'compos':17 'face':15 'manhattan':20 'must':14 'none':1 'penthous':21 'reflect':5 'secret':8 'spike':2
18158,513,1,1607,2.99,2007-02-16 04:54:01.996577,2005-06-16 06:25:35,3289,513,2005-06-20 02:50:35,2,2006-02-16 02:30:53,513,2,Duane,Tubbs,duane.tubbs@sakilacustomer.org,519,True,2006-02-14,2013-05-26 14:49:45.738,1,724,2,2006-02-15 10:09:17,Remember Diary,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,2006,1,5,2.99,110,15.99,R,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries']",'ancient':19 'conquer':15 'diari':2 'india':20 'insight':4 'monkey':17 'must':14 'rememb':1 'tale':5 'technic':8 'waitress':12 'writer':9
18159,513,2,2290,7.99,2007-02-18 06:03:03.996577,2005-06-18 07:34:37,200,513,2005-06-26 11:45:37,1,2006-02-16 02:30:53,513,2,Duane,Tubbs,duane.tubbs@sakilacustomer.org,519,True,2006-02-14,2013-05-26 14:49:45.738,1,44,2,2006-02-15 10:09:17,Attacks Hate,A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft,2006,1,5,4.99,113,21.99,PG-13,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'abandon':23 'attack':1 'fast':5 'fast-pac':4 'feminist':20 'find':18 'hate':2 'mad':14 'mine':24 'must':17 'pace':6 'panorama':7 'scientist':15 'shaft':25 'technic':10 'writer':11
18160,513,2,2737,1.99,2007-02-19 14:16:59.996577,2005-06-19 15:48:33,3131,513,2005-06-26 18:44:33,2,2006-02-16 02:30:53,513,2,Duane,Tubbs,duane.tubbs@sakilacustomer.org,519,True,2006-02-14,2013-05-26 14:49:45.738,1,688,2,2006-02-15 10:09:17,Polish Brooklyn,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,2006,1,6,0.99,61,12.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'administr':10 'bore':4 'brooklyn':2 'charact':5 'databas':9 'lumberjack':13 'madman':18 'must':15 'outback':21 'polish':1 'reach':16 'studi':6
18161,514,2,1692,4.99,2007-02-16 10:58:45.996577,2005-06-16 12:30:19,3544,514,2005-06-17 17:31:19,2,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,775,1,2006-02-15 10:09:17,Seattle Expecations,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,1,4,4.99,110,18.99,PG-13,2013-05-26 14:50:58.951,['Trailers'],'crocodil':8 'desert':22 'expec':2 'insight':4 'meet':15 'must':14 'reflect':5 'sahara':21 'seattl':1 'sumo':11 'technic':17 'wrestler':12 'writer':18
18162,514,1,2002,3.99,2007-02-17 10:08:24.996577,2005-06-17 11:39:58,2406,514,2005-06-24 15:41:58,2,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,525,2,2006-02-15 10:09:17,Loathing Legally,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,1,4,0.99,140,29.99,R,2013-05-26 14:50:58.951,['Deleted Scenes'],'bore':4 'epistl':5 'escap':15 'frisbe':17 'gulf':20 'legal':2 'loath':1 'mad':11 'mexico':22 'must':14 'pioneer':8 'scientist':12
18163,514,2,2362,0.99,2007-02-18 11:59:41.996577,2005-06-18 13:31:15,2815,514,2005-06-19 12:35:15,1,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,618,2,2006-02-15 10:09:17,Necklace Outbreak,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,1,3,0.99,132,21.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13
18164,514,1,2789,0.99,2007-02-19 17:16:47.996577,2005-06-19 18:48:21,2398,514,2005-06-21 21:50:21,1,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,524,2,2006-02-15 10:09:17,Lion Uncut,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,2006,1,6,0.99,50,13.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes']",'ancient':20 'cat':12 'chef':9 'china':21 'display':5 'intrepid':4 'kill':15 'lion':1 'must':14 'pastri':8 'shark':18 'uncut':2
18165,514,2,3084,2.99,2007-02-20 14:03:50.996577,2005-06-20 15:35:24,3578,514,2005-06-23 19:11:24,1,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,783,1,2006-02-15 10:09:17,Shane Darkness,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006,1,5,2.99,93,22.99,PG,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes']",'action':5 'action-pack':4 'berlin':20 'dark':2 'find':16 'lumberjack':13 'moos':10 'must':15 'pack':6 'saga':7 'shane':1 'woman':18
18166,514,1,3385,0.99,2007-02-21 12:45:14.996577,2005-06-21 14:16:48,2810,514,2005-06-24 10:32:48,2,2006-02-16 02:30:53,514,2,Franklin,Troutman,franklin.troutman@sakilacustomer.org,520,True,2006-02-14,2013-05-26 14:49:45.738,1,617,1,2006-02-15 10:09:17,Natural Stock,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,2006,1,4,0.99,50,24.99,PG-13,2013-05-26 14:50:58.951,"['Commentaries', 'Deleted Scenes']",'baloon':22 'car':19 'defeat':17 'factori':23 'fast':5 'fast-pac':4 'girl':14 'must':16 'natur':1 'pace':6 'stock':2 'stori':7 'sumo':10 'wrestler':11
18167,515,1,1244,4.99,2007-02-15 03:37:06.996577,2005-06-15 05:08:40,1026,515,2005-06-20 10:41:40,1,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,229,2,2006-02-15 10:09:17,Devil Desire,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,2006,1,6,4.99,87,12.99,R,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'administr':17 'ancient':19 'beauti':4 'databas':16 'dentist':11 'desir':2 'devil':1 'face':14 'japan':20 'monkey':8 'must':13 'reflect':5
18168,515,2,1531,5.99,2007-02-15 23:09:00.996577,2005-06-16 00:40:34,1388,515,2005-06-22 02:44:34,1,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,304,2,2006-02-15 10:09:17,Fargo Gandhi,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,2006,1,3,2.99,130,28.99,G,2013-05-26 14:50:58.951,['Deleted Scenes'],'chef':9 'crocodil':12 'fargo':1 'gandhi':2 'must':14 'outback':20 'pastri':8 'reach':15 'reflect':5 'teacher':17 'thrill':4
18169,515,2,2003,4.99,2007-02-17 10:09:01.996577,2005-06-17 11:40:35,1581,515,2005-06-19 08:30:35,2,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,347,1,2006-02-15 10:09:17,Games Bowfinger,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,7,4.99,119,17.99,PG-13,2013-05-26 14:50:58.951,['Behind the Scenes'],"'astound':4 'bowfing':2 'butler':8,16 'challeng':14 'documentari':5 'explor':11 'game':1 'monasteri':19 'must':13"
18170,515,2,2484,4.99,2007-02-18 19:53:49.996577,2005-06-18 21:25:23,1511,515,2005-06-24 16:03:23,2,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,330,2,2006-02-15 10:09:17,Forrester Comancheros,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,2006,1,7,4.99,112,22.99,NC-17,2013-05-26 14:50:58.951,"['Trailers', 'Behind the Scenes']",'comanchero':2 'fate':4 'forens':11 'forrest':1 'man':17 'must':14 'nigeria':19 'psychologist':12 'redeem':15 'squirrel':8 'tale':5
18171,515,2,2513,0.99,2007-02-18 22:21:41.996577,2005-06-18 23:53:15,3379,515,2005-06-24 21:16:15,2,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,741,1,2006-02-15 10:09:17,Roman Punk,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,2006,1,7,0.99,81,28.99,NC-17,2013-05-26 14:50:58.951,['Trailers'],'battl':15 'berlin':20 'cow':9 'forens':17 'mad':8 'must':14 'panorama':5 'psychologist':18 'punk':2 'roman':1 'student':12 'thought':4
18172,515,2,3063,3.99,2007-02-20 12:20:29.996577,2005-06-20 13:52:03,3954,515,2005-06-28 13:36:03,2,2006-02-16 02:30:53,515,1,Andre,Rapp,andre.rapp@sakilacustomer.org,521,True,2006-02-14,2013-05-26 14:49:45.738,1,862,2,2006-02-15 10:09:17,Summer Scarface,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,2006,1,5,0.99,53,25.99,G,2013-05-26 14:50:58.951,"['Deleted Scenes', 'Behind the Scenes']",'emot':4 'girl':16 'hunter':11 'lumberjack':8 'meet':14 'must':13 'panorama':5 'scarfac':2 'shark':19 'summer':1 'tank':20
18173,516,2,1159,4.99,2007-02-14 21:23:39.996577,2005-06-14 22:55:13,4395,516,2005-06-17 02:11:13,1,2006-02-16 02:30:53,516,2,Elmer,Noe,elmer.noe@sakilacustomer.org,522,True,2006-02-14,2013-05-26 14:49:45.738,1,961,1,2006-02-15 10:09:17,Wash Heavenly,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,2006,1,7,4.99,161,22.99,R,2013-05-26 14:50:58.951,['Commentaries'],'ancient':20 'awe':5 'awe-inspir':4 'cat':10 'china':21 'escap':16 'heaven':2 'hunter':18 'inspir':6 'must':15 'pioneer':13 'reflect':7 'wash':1
18174,516,1,1200,1.99,2007-02-15 00:28:17.996577,2005-06-15 01:59:51,3329,516,2005-06-21 21:33:51,1,2006-02-16 02:30:53,516,2,Elmer,Noe,elmer.noe@sakilacustomer.org,522,True,2006-02-14,2013-05-26 14:49:45.738,1,732,1,2006-02-15 10:09:17,Rings Heartbreakers,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,1,5,0.99,58,17.99,G,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Behind the Scenes']",'amaz':4 'boat':12 'conquer':15 'heartbreak':2 'must':14 'new':19 'orlean':20 'ring':1 'sumo':8 'waitress':17 'wrestler':9 'yarn':5
18175,516,1,1718,10.99,2007-02-16 13:20:28.996577,2005-06-16 14:52:02,288,516,2005-06-25 10:53:02,2,2006-02-16 02:30:53,516,2,Elmer,Noe,elmer.noe@sakilacustomer.org,522,True,2006-02-14,2013-05-26 14:49:45.738,1,65,2,2006-02-15 10:09:17,Behavior Runaway,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,2006,1,3,4.99,100,20.99,PG,2013-05-26 14:50:58.951,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'behavior':1 'berlin':19 'drama':5 'husband':11 'must':13 'outrac':14 'runaway':2 'student':8 'sumo':16 'unbeliev':4 'wrestler':17
18176,516,1,2017,0.99,2007-02-17 11:01:56.996577,2005-06-17 12:33:30,1434,516,2005-06-19 10:08:30,2,2006-02-16 02:30:53,516,2,Elmer,Noe,elmer.noe@sakilacustomer.org,522,True,2006-02-14,2013-05-26 14:49:45.738,1,314,1,2006-02-15 10:09:17,Fight Jawbreaker,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,3,0.99,91,13.99,R,2013-05-26 14:50:58.951,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'escap':14 'fight':1 'girl':11,16 'intrepid':4 'jawbreak':2 'manhattan':19 'must':13 'panorama':5 'penthous':20 'woman':8"
