customer_id,customer_name,store_id,segment,lifetime_value,total_rentals,days_inactive,churn_score,churn_risk
212,Wilma Richards,2,Mid Value,91.8,20,14,0.3271,Low Risk
37,Pamela Baker,1,Mid Value,91.79,21,14,0.3211,Low Risk
201,Vicki Fields,1,Mid Value,91.78,22,14,0.3151,Low Risk
417,Travis Estep,1,Mid Value,91.78,22,0,0.2762,Low Risk
392,Sean Douglass,2,Mid Value,91.77,23,14,0.3091,Low Risk
570,Ivan Cromwell,2,Mid Value,91.75,25,0,0.2582,Low Risk
323,Matthew Mahan,2,Mid Value,91.75,25,14,0.2971,Low Risk
64,Judith Cox,2,Mid Value,91.7,30,0,0.2283,Low Risk
216,Natalie Meyer,1,Mid Value,90.78,22,0,0.2772,Low Risk
261,Deanna Byrd,1,Mid Value,90.78,22,14,0.3161,Low Risk
99,Emily Diaz,2,Mid Value,90.77,23,0,0.2712,Low Risk
36,Kathleen Adams,2,Mid Value,90.75,25,14,0.2981,Low Risk
461,Derek Blakely,1,Mid Value,90.73,27,14,0.2862,Low Risk
552,Hugh Waldrop,2,Mid Value,89.8,20,14,0.3291,Low Risk
333,Andrew Purdy,2,Mid Value,89.78,22,14,0.3171,Low Risk
43,Christine Roberts,2,Mid Value,89.78,22,0,0.2782,Low Risk
364,Benjamin Varney,1,Mid Value,89.78,22,14,0.3171,Low Risk
73,Beverly Brooks,2,Mid Value,89.78,22,0,0.2782,Low Risk
235,Jackie Lynch,1,Low Value,89.77,23,14,0.3111,Low Risk
69,Judy Gray,2,Low Value,89.77,23,0,0.2722,Low Risk
233,Lillie Kim,2,Low Value,89.77,23,14,0.3111,Low Risk
507,Edgar Rhoads,2,Low Value,89.77,23,14,0.3111,Low Risk
156,Bertha Ferguson,1,Low Value,89.77,23,14,0.3111,Low Risk
463,Darrell Power,2,Low Value,89.76,24,14,0.3051,Low Risk
34,Rebecca Scott,2,Low Value,89.76,24,14,0.3051,Low Risk
361,Lawrence Lawton,2,Low Value,89.71,29,0,0.2363,Low Risk
249,Dora Medina,2,Low Value,88.81,19,16,0.3416,Medium Risk
247,Stella Moreno,1,Low Value,88.81,19,16,0.3416,Medium Risk
375,Aaron Selby,2,Low Value,88.8,20,15,0.3329,Medium Risk
33,Anna Hill,2,Low Value,88.8,20,0,0.2912,Low Risk
60,Mildred Bailey,1,Low Value,88.78,22,0,0.2792,Low Risk
415,Glenn Pullen,1,Low Value,88.78,22,14,0.3181,Low Risk
231,Georgia Jacobs,1,Low Value,88.77,23,14,0.3121,Low Risk
53,Heather Morris,1,Low Value,88.76,24,0,0.2672,Low Risk
133,Pauline Henry,1,Low Value,88.75,25,14,0.3001,Low Risk
72,Theresa Watson,2,Low Value,88.73,27,14,0.2882,Low Risk
17,Donna Thompson,1,Low Value,87.82,18,14,0.3431,Medium Risk
203,Tara Ryan,1,Low Value,87.81,19,14,0.3371,Medium Risk
476,Derrick Bourque,1,Low Value,87.8,20,0,0.2922,Low Risk
523,Harvey Guajardo,1,Low Value,87.8,20,14,0.3311,Medium Risk
305,Richard Mccrary,1,Low Value,87.8,20,14,0.3311,Medium Risk
547,Kurt Emmons,1,Low Value,87.8,20,15,0.3339,Medium Risk
226,Maureen Little,2,Low Value,87.79,21,15,0.3279,Low Risk
189,Loretta Carpenter,1,Low Value,87.79,21,14,0.3251,Low Risk
130,Charlotte Hunter,1,Low Value,87.78,22,14,0.3191,Low Risk
351,Jack Foust,1,Low Value,87.77,23,14,0.3131,Low Risk
597,Freddie Duggan,1,Low Value,87.77,23,0,0.2742,Low Risk
509,Raul Fortier,1,Low Value,86.82,18,14,0.3441,Medium Risk
238,Nellie Garrett,1,Low Value,86.81,19,14,0.3381,Medium Risk
195,Vanessa Sims,1,Low Value,86.81,19,14,0.3381,Medium Risk
501,Ruben Geary,1,Low Value,86.81,19,14,0.3381,Medium Risk
478,Lewis Lyman,1,Low Value,86.81,19,14,0.3381,Medium Risk
169,Erica Matthews,2,Low Value,86.8,20,14,0.3321,Medium Risk
67,Kelly Torres,1,Low Value,86.8,20,14,0.3321,Medium Risk
217,Agnes Bishop,2,Low Value,86.79,21,14,0.3261,Low Risk
101,Peggy Myers,1,Low Value,86.77,23,0,0.2752,Low Risk
232,Constance Reid,2,Low Value,86.77,23,14,0.3141,Low Risk
419,Chad Carbone,1,Low Value,86.76,24,14,0.3081,Low Risk
208,Lucy Wheeler,1,Low Value,86.75,25,0,0.2632,Low Risk
228,Allison Stanley,2,Low Value,86.75,25,0,0.2632,Low Risk
561,Ian Still,2,Low Value,86.75,25,0,0.2632,Low Risk
115,Wendy Harrison,1,Low Value,86.73,27,0,0.2513,Low Risk
567,Alfredo Mcadams,2,Low Value,85.8,20,14,0.3331,Medium Risk
437,Randall Neumann,2,Low Value,85.8,20,14,0.3331,Medium Risk
359,Willie Markham,2,Low Value,85.78,22,0,0.2822,Low Risk
382,Victor Barkley,2,Low Value,85.78,22,14,0.3211,Low Risk
455,Jon Wiles,2,Low Value,85.78,22,15,0.3239,Low Risk
77,Jane Bennett,2,Low Value,85.77,23,14,0.3151,Low Risk
8,Susan Wilson,2,Low Value,85.77,23,14,0.3151,Low Risk
24,Kimberly Lee,2,Low Value,85.77,23,14,0.3151,Low Risk
450,Jay Robb,1,Low Value,85.75,25,0,0.2642,Low Risk
542,Lonnie Tirado,2,Low Value,84.84,16,15,0.3608,Medium Risk
545,Julio Noland,2,Low Value,84.81,19,14,0.3401,Medium Risk
55,Doris Reed,2,Low Value,84.81,19,14,0.3401,Medium Risk
539,Mathew Bolin,1,Low Value,84.8,20,14,0.3341,Medium Risk
88,Bonnie Hughes,2,Low Value,84.8,20,15,0.3369,Medium Risk
299,James Gannon,2,Low Value,84.79,21,14,0.3281,Low Risk
6,Jennifer Davis,2,Low Value,84.75,25,16,0.3097,Low Risk
140,Eva Ramos,1,Low Value,83.82,18,14,0.3471,Medium Risk
480,Corey Hauser,1,Low Value,83.81,19,14,0.3411,Medium Risk
143,Leslie Gordon,1,Low Value,83.8,20,14,0.3351,Medium Risk
440,Bernard Colby,1,Low Value,83.79,21,0,0.2902,Low Risk
598,Wade Delvalle,1,Low Value,83.78,22,14,0.3231,Low Risk
340,Patrick Newsom,1,Low Value,83.77,23,14,0.3171,Low Risk
496,Tyler Wren,2,Low Value,82.81,19,0,0.3032,Low Risk
564,Bob Pfeiffer,2,Low Value,82.78,22,14,0.3241,Low Risk
498,Gene Sanborn,1,Low Value,82.76,24,14,0.3121,Low Risk
483,Vernon Chapa,2,Low Value,81.83,17,15,0.3578,Medium Risk
524,Jared Ely,1,Low Value,81.83,17,15,0.3578,Medium Risk
308,Thomas Grigsby,1,Low Value,81.81,19,14,0.3431,Medium Risk
174,Yvonne Watkins,2,Low Value,81.81,19,14,0.3431,Medium Risk
322,Jason Morrissey,1,Low Value,81.81,19,14,0.3431,Medium Risk
165,Lorraine Stephens,2,Low Value,81.8,20,14,0.3371,Medium Risk
312,Mark Rinehart,2,Low Value,81.8,20,14,0.3371,Medium Risk
4,Barbara Jones,2,Low Value,81.78,22,14,0.3251,Low Risk
534,Christian Jung,1,Low Value,81.78,22,0,0.2862,Low Risk
215,Jessie Banks,2,Low Value,81.76,24,0,0.2742,Low Risk
527,Cory Meehan,1,Low Value,81.76,24,0,0.2742,Low Risk
151,Megan Palmer,2,Low Value,81.75,25,14,0.3071,Low Risk
311,Paul Trout,2,Low Value,80.85,15,14,0.368,Medium Risk
449,Oscar Aquino,2,Low Value,80.83,17,14,0.3561,Medium Risk
205,Eileen Carr,2,Low Value,80.82,18,14,0.3501,Medium Risk
316,Steven Curley,1,Low Value,80.81,19,14,0.3441,Medium Risk
184,Vivian Ruiz,1,Low Value,80.8,20,14,0.3381,Medium Risk
287,Becky Miles,2,Low Value,80.78,22,0,0.2872,Low Risk
290,Kristina Chambers,1,Low Value,80.78,22,14,0.3261,Low Risk
521,Roland South,2,Low Value,80.77,23,0,0.2812,Low Risk
357,Keith Rico,1,Low Value,80.77,23,14,0.3201,Low Risk
109,Edna West,2,Low Value,79.81,19,14,0.3451,Medium Risk
304,David Royal,2,Low Value,79.81,19,14,0.3451,Medium Risk
185,Roberta Harper,1,Low Value,79.8,20,14,0.3391,Medium Risk
282,Jenny Castro,2,Low Value,79.8,20,0,0.3002,Low Risk
387,Jesse Schilling,2,Low Value,79.78,22,16,0.3327,Medium Risk
391,Clarence Gamez,1,Low Value,79.75,25,14,0.3091,Low Risk
429,Frederick Isbell,2,Low Value,78.84,16,14,0.364,Medium Risk
599,Austin Cintron,2,Low Value,78.82,18,14,0.3521,Medium Risk
18,Carol Garcia,2,Low Value,78.81,19,14,0.3461,Medium Risk
9,Margaret Moore,2,Low Value,78.8,20,0,0.3012,Low Risk
338,Dennis Gilman,1,Low Value,78.8,20,14,0.3401,Medium Risk
298,Erika Pena,1,Low Value,78.79,21,15,0.3369,Medium Risk
62,Joan Cooper,1,Low Value,78.79,21,14,0.3341,Medium Risk
227,Colleen Burton,1,Low Value,78.78,22,0,0.2892,Low Risk
435,Ricky Shelby,2,Low Value,78.77,23,14,0.3221,Low Risk
223,Melinda Fernandez,1,Low Value,77.84,16,14,0.365,Medium Risk
402,Luis Yanez,1,Low Value,77.81,19,14,0.3471,Medium Risk
134,Emma Boyd,1,Low Value,77.81,19,15,0.3499,Medium Risk
394,Chris Brothers,2,Low Value,77.8,20,0,0.3022,Low Risk
384,Ernest Stepp,2,Low Value,77.79,21,15,0.3379,Medium Risk
104,Rita Graham,1,Low Value,77.78,22,14,0.3291,Low Risk
243,Lydia Burke,1,Low Value,77.77,23,14,0.3231,Low Risk
246,Marian Mendoza,1,Low Value,76.82,18,14,0.3541,Medium Risk
93,Phyllis Foster,1,Low Value,76.8,20,16,0.3476,Medium Risk
118,Kim Cruz,1,Low Value,76.8,20,14,0.3421,Medium Risk
224,Pearl Garza,2,Low Value,76.78,22,14,0.3301,Medium Risk
70,Christina Ramirez,2,Low Value,75.83,17,15,0.3638,Medium Risk
270,Leah Curtis,1,Low Value,75.81,19,14,0.3491,Medium Risk
358,Samuel Marlow,2,Low Value,75.8,20,14,0.3431,Medium Risk
551,Clayton Barbee,2,Low Value,75.79,21,14,0.3371,Medium Risk
530,Darryl Ashcraft,2,Low Value,75.78,22,0,0.2922,Low Risk
183,Ida Andrews,2,Low Value,75.78,22,14,0.3311,Medium Risk
194,Kristen Chavez,2,Low Value,74.84,16,14,0.368,Medium Risk
412,Allen Butterfield,2,Low Value,74.83,17,0,0.3232,Low Risk
555,Dwight Lombardi,1,Low Value,74.83,17,14,0.3621,Medium Risk
327,Larry Thrasher,2,Low Value,74.81,19,0,0.3112,Low Risk
420,Jacob Lance,1,Low Value,74.8,20,14,0.3441,Medium Risk
76,Irene Price,2,Low Value,74.79,21,14,0.3381,Medium Risk
142,April Burns,1,Low Value,74.77,23,0,0.2872,Low Risk
398,Antonio Meek,1,Low Value,73.85,15,14,0.375,Medium Risk
291,Toni Holt,1,Low Value,73.83,17,14,0.3631,Medium Risk
399,Danny Isom,1,Low Value,73.82,18,14,0.3571,Medium Risk
152,Alicia Mills,1,Low Value,73.81,19,0,0.3122,Low Risk
79,Rachel Barnes,1,Low Value,73.81,19,14,0.3511,Medium Risk
428,Herbert Kruger,2,Low Value,73.81,19,14,0.3511,Medium Risk
543,Lance Pemberton,1,Low Value,73.8,20,14,0.3451,Medium Risk
335,Gregory Mauldin,1,Low Value,73.78,22,0,0.2942,Low Risk
596,Enrique Forsythe,1,Low Value,73.78,22,0,0.2942,Low Risk
411,Norman Currier,1,Low Value,73.76,24,0,0.2822,Low Risk
95,Paula Bryant,2,Low Value,72.83,17,14,0.3641,Medium Risk
556,Armando Gruber,2,Low Value,72.82,18,14,0.3581,Medium Risk
325,Timothy Bunn,1,Low Value,72.82,18,14,0.3581,Medium Risk
85,Anne Powell,2,Low Value,72.79,21,14,0.3401,Medium Risk
301,Robert Baughman,2,Low Value,71.85,15,14,0.377,Medium Risk
222,Delores Hansen,2,Low Value,71.84,16,14,0.371,Medium Risk
94,Norma Gonzales,1,Low Value,71.81,19,0,0.3142,Low Risk
430,Ray Houle,1,Low Value,71.8,20,14,0.3471,Medium Risk
278,Billie Horton,2,Low Value,71.79,21,14,0.3411,Medium Risk
177,Samantha Duncan,2,Low Value,71.77,23,14,0.3291,Low Risk
378,Eugene Culpepper,1,Low Value,70.82,18,14,0.3601,Medium Risk
255,Irma Pearson,2,Low Value,70.82,18,14,0.3601,Medium Risk
370,Wayne Truong,2,Low Value,70.81,19,14,0.3541,Medium Risk
303,William Satterfield,2,Low Value,70.81,19,14,0.3541,Medium Risk
117,Edith Mcdonald,1,Low Value,69.83,17,15,0.3698,Medium Risk
369,Fred Wheat,2,Low Value,69.79,21,0,0.3042,Low Risk
514,Franklin Troutman,2,Low Value,69.79,21,14,0.3431,Medium Risk
310,Daniel Cabral,2,Low Value,68.87,13,14,0.392,Medium Risk
465,Floyd Gandy,1,Low Value,68.84,16,17,0.3824,Medium Risk
525,Adrian Clary,2,Low Value,68.82,18,0,0.3232,Low Risk
355,Terry Grissom,2,Low Value,68.81,19,0,0.3172,Low Risk
283,Felicia Sutton,1,Low Value,68.77,23,14,0.3321,Medium Risk
464,Jerome Kenyon,1,Low Value,67.86,14,14,0.387,Medium Risk
48,Ann Evans,1,Low Value,67.86,14,14,0.387,Medium Risk
315,Kenneth Gooden,2,Low Value,67.86,14,0,0.3481,Medium Risk
218,Vera Mccoy,1,Low Value,67.82,18,14,0.3631,Medium Risk
191,Jeanette Greene,1,Low Value,66.82,18,0,0.3252,Low Risk
458,Lloyd Dowd,1,Low Value,66.81,19,16,0.3636,Medium Risk
568,Alberto Henning,2,Low Value,66.79,21,0,0.3072,Low Risk
272,Kay Caldwell,1,Low Value,65.87,13,14,0.395,Medium Risk
353,Jonathan Scarborough,1,Low Value,65.83,17,14,0.3711,Medium Risk
328,Jeffrey Spear,2,Low Value,65.83,17,14,0.3711,Medium Risk
413,Marvin Yee,2,Low Value,65.81,19,16,0.3646,Medium Risk
164,Joann Gardner,2,Low Value,64.85,15,15,0.3868,Medium Risk
344,Henry Billingsley,1,Low Value,64.84,16,14,0.378,Medium Risk
326,Jose Andrew,1,Low Value,64.82,18,14,0.3661,Medium Risk
313,Donald Mahon,2,Low Value,63.84,16,14,0.379,Medium Risk
548,Allan Cornish,1,Low Value,63.84,16,0,0.3402,Medium Risk
350,Juan Fraley,1,Low Value,63.79,21,17,0.3574,Medium Risk
557,Felix Gaffney,1,Low Value,63.78,22,0,0.3042,Low Risk
492,Lester Kraus,2,Low Value,62.85,15,17,0.3944,Medium Risk
549,Nelson Christenson,1,Low Value,62.84,16,14,0.38,Medium Risk
401,Tony Carranza,2,Low Value,62.81,19,14,0.3621,Medium Risk
330,Scott Shelley,1,Low Value,60.82,18,0,0.3312,Medium Risk
136,Anita Morales,2,Low Value,59.86,14,14,0.395,Medium Risk
162,Lauren Hudson,2,Low Value,59.83,17,0,0.3382,Medium Risk
159,Jill Hawkins,1,Low Value,58.83,17,14,0.3781,Medium Risk
97,Annie Russell,2,Low Value,58.82,18,14,0.3721,Medium Risk
252,Mattie Hoffman,2,Low Value,58.8,20,0,0.3212,Low Risk
61,Katherine Rivera,2,Low Value,57.87,13,14,0.403,Medium Risk
124,Sheila Wells,1,Low Value,57.86,14,14,0.397,Medium Risk
395,Johnny Turpin,2,Low Value,57.81,19,16,0.3726,Medium Risk
271,Penny Neal,1,Low Value,56.84,16,14,0.386,Medium Risk
250,Jo Fowler,2,Low Value,54.85,15,14,0.394,Medium Risk
288,Bobbie Craig,1,Low Value,52.81,19,14,0.3721,Medium Risk
586,Kirk Stclair,1,Low Value,50.83,17,14,0.3861,Medium Risk
110,Tiffany Jordan,2,Low Value,49.88,12,17,0.4253,Medium Risk
320,Anthony Schwab,2,Low Value,47.85,15,14,0.401,Medium Risk
248,Caroline Bowman,1,Low Value,37.87,13,16,0.4286,Medium Risk
281,Leona Obrien,2,Low Value,32.9,10,16,0.4515,Medium Risk
318,Brian Wyman,1,Low Value,27.93,7,14,0.469,Medium Risk
