customer_id,customer_name,store_id,active,total_payments,lifetime_value,avg_payment,first_payment_date,last_payment_date,active_days,total_rentals,annualised_clv,segment
234,Claudia Fuller,1,1,25,106.75,4.27,2007-02-15,2007-05-14,88.42155092592593,25,440.66,Mid Value
471,Dean Sauer,1,1,26,106.74,4.1054,2007-02-15,2007-04-30,74.2002199074074,26,525.07,Mid Value
116,Victoria Gibson,1,1,26,106.74,4.1054,2007-02-15,2007-04-30,74.10542824074074,26,525.74,Mid Value
457,Bill Gavin,2,1,27,106.73,3.953,2007-02-15,2007-05-14,87.81902777777778,27,443.6,Mid Value
23,Sarah Lewis,2,1,27,106.73,3.953,2007-02-19,2007-05-14,83.93851851851852,27,464.11,Mid Value
160,Erin Dunn,2,1,27,106.73,3.953,2007-02-18,2007-04-30,71.46793981481481,27,545.09,Mid Value
52,Julie Sanchez,1,1,28,106.72,3.8114,2007-02-15,2007-05-14,88.56773148148149,28,439.81,Mid Value
138,Hazel Warren,1,1,32,106.68,3.3338,2007-02-15,2007-04-30,74.584375,32,522.07,Mid Value
331,Eric Robert,1,1,22,105.78,4.8082,2007-03-02,2007-04-30,59.74539351851852,22,646.24,Mid Value
490,Sam Mcduffie,1,1,22,105.78,4.8082,2007-02-16,2007-04-30,72.94483796296296,22,529.3,Mid Value
127,Elaine Stevens,2,1,22,105.78,4.8082,2007-02-15,2007-04-30,74.64515046296296,22,517.24,Mid Value
193,Katie Elliott,2,1,23,105.77,4.5987,2007-02-15,2007-05-14,88.17545138888889,23,437.83,Mid Value
294,Shelly Watts,2,1,23,105.77,4.5987,2007-03-01,2007-04-30,60.516979166666665,23,637.94,Mid Value
58,Jean Bell,1,1,24,105.76,4.4067,2007-02-18,2007-05-14,85.57145833333334,24,451.11,Mid Value
400,Bryan Hardison,2,1,24,105.76,4.4067,2007-02-15,2007-04-30,74.42380787037037,24,518.68,Mid Value
396,Earl Shanks,1,1,26,105.74,4.0669,2007-02-15,2007-04-30,74.41917824074073,26,518.62,Mid Value
40,Amanda Carter,2,1,26,105.74,4.0669,2007-02-18,2007-04-30,70.85083333333333,26,544.74,Mid Value
96,Diana Alexander,1,1,27,105.73,3.9159,2007-02-15,2007-04-30,74.47819444444444,27,518.16,Mid Value
444,Marcus Hidalgo,2,1,28,105.72,3.7757,2007-02-15,2007-04-30,74.00903935185185,28,521.39,Mid Value
28,Cynthia Young,1,1,30,105.7,3.5233,2007-02-15,2007-05-14,88.42912037037037,30,436.29,Mid Value
345,Carl Artis,1,1,21,104.79,4.99,2007-02-15,2007-04-30,74.92126157407408,21,510.51,Mid Value
493,Brent Harkins,1,1,22,104.78,4.7627,2007-02-17,2007-05-14,85.81552083333334,22,445.66,Mid Value
289,Violet Rodriquez,1,1,24,104.76,4.365,2007-03-01,2007-04-30,60.82767361111111,24,628.62,Mid Value
171,Dolores Wagner,2,1,25,104.75,4.19,2007-02-16,2007-04-30,72.88078703703704,25,524.61,Mid Value
121,Josephine Gomez,1,1,25,104.75,4.19,2007-02-16,2007-04-30,72.82238425925927,25,525.03,Mid Value
407,Dale Ratcliff,1,1,26,104.74,4.0285,2007-02-16,2007-04-29,72.34802083333334,26,528.42,Mid Value
31,Brenda Wright,2,1,26,104.74,4.0285,2007-02-16,2007-04-30,72.78351851851852,26,525.26,Mid Value
25,Deborah Walker,1,1,27,104.73,3.8789,2007-02-15,2007-04-30,74.3553125,27,514.11,Mid Value
397,Jimmy Schrader,1,1,28,104.72,3.74,2007-02-16,2007-04-30,73.24071759259259,28,521.88,Mid Value
442,Leroy Bustamante,1,1,29,104.71,3.6107,2007-02-15,2007-04-30,74.53234953703704,29,512.79,Mid Value
341,Peter Menard,1,1,22,103.78,4.7173,2007-02-15,2007-04-29,72.76075231481481,22,520.61,Mid Value
296,Ramona Hale,2,1,23,103.77,4.5117,2007-03-17,2007-05-14,58.568194444444444,23,646.7,Mid Value
280,Tracey Barrett,2,1,23,103.77,4.5117,2007-03-01,2007-04-30,59.37491898148148,23,637.91,Mid Value
202,Carla Gutierrez,2,1,26,103.74,3.99,2007-02-15,2007-04-30,74.07629629629629,26,511.16,Mid Value
214,Kristin Johnston,1,1,26,103.74,3.99,2007-02-15,2007-05-14,88.30578703703704,26,428.8,Mid Value
245,Courtney Day,1,1,26,103.74,3.99,2007-02-15,2007-05-14,88.00972222222222,26,430.24,Mid Value
20,Sharon Robinson,2,1,27,103.73,3.8419,2007-02-16,2007-04-30,73.84721064814815,27,512.7,Mid Value
408,Manuel Murrell,1,1,27,103.73,3.8419,2007-02-18,2007-04-30,70.51534722222222,27,536.92,Mid Value
292,Misty Lambert,2,1,22,102.78,4.6718,2007-03-02,2007-04-30,59.005324074074075,22,635.79,Mid Value
553,Max Pitt,1,1,23,102.77,4.4683,2007-02-16,2007-04-30,72.56657407407407,23,516.92,Mid Value
510,Ben Easter,2,0,23,102.77,4.4683,2007-02-15,2007-04-30,74.13400462962963,23,505.99,Mid Value
587,Sergio Stanfield,1,1,24,102.76,4.2817,2007-02-15,2007-05-14,88.15747685185185,24,425.46,Mid Value
98,Lillian Griffin,1,1,24,102.76,4.2817,2007-02-15,2007-04-30,73.811875,24,508.15,Mid Value
190,Yolanda Weaver,2,1,25,102.75,4.11,2007-02-15,2007-05-14,88.19233796296297,25,425.25,Mid Value
126,Ellen Simpson,1,1,25,102.75,4.11,2007-02-21,2007-04-30,68.11833333333334,25,550.57,Mid Value
44,Marie Turner,1,1,21,101.79,4.8471,2007-02-15,2007-05-14,87.72180555555556,21,423.54,Mid Value
466,Leo Ebert,1,1,22,101.78,4.6264,2007-02-16,2007-04-30,72.72989583333333,22,510.79,Mid Value
100,Robin Hayes,1,1,23,101.77,4.4248,2007-02-15,2007-05-14,88.49461805555555,23,419.75,Mid Value
593,Rene Mcalister,2,1,24,101.76,4.24,2007-02-17,2007-04-30,72.33643518518518,24,513.47,Mid Value
405,Leonard Schofield,1,1,30,101.7,3.39,2007-02-15,2007-05-14,88.20341435185185,30,420.85,Mid Value
486,Glen Talbert,1,1,23,100.77,4.3813,2007-02-17,2007-04-30,72.26311342592592,23,508.99,Mid Value
572,Sidney Burleson,1,1,24,100.76,4.1983,2007-02-17,2007-04-30,72.8628125,24,504.75,Mid Value
517,Brad Mccurdy,2,1,24,100.76,4.1983,2007-02-16,2007-04-30,73.4100462962963,24,500.99,Mid Value
219,Willie Howell,2,1,25,100.75,4.03,2007-02-18,2007-05-14,84.9194675925926,25,433.04,Mid Value
251,Vickie Brewer,2,1,25,100.75,4.03,2007-02-18,2007-05-14,85.45413194444444,25,430.33,Mid Value
135,Juanita Mason,2,1,28,100.72,3.5971,2007-02-15,2007-05-14,88.3146412037037,28,416.27,Mid Value
519,Ron Deluca,2,1,22,99.78,4.5355,2007-02-17,2007-04-30,72.733125,22,500.73,Mid Value
11,Lisa Anderson,2,1,23,99.77,4.3378,2007-02-15,2007-05-14,87.76592592592593,23,414.92,Mid Value
297,Sherri Rhodes,1,1,26,99.74,3.8362,2007-03-01,2007-04-30,60.81039351851852,26,598.67,Mid Value
57,Evelyn Morgan,2,1,26,99.74,3.8362,2007-02-17,2007-04-30,72.32814814814814,26,503.33,Mid Value
563,Ken Prewitt,2,1,27,99.73,3.6937,2007-02-15,2007-04-29,72.8446412037037,27,499.71,Mid Value
503,Angel Barclay,1,1,28,99.72,3.5614,2007-02-17,2007-04-30,71.8859375,28,506.33,Mid Value
452,Tom Milner,1,1,29,99.71,3.4383,2007-02-15,2007-05-14,88.54653935185185,29,411.02,Mid Value
381,Bobby Boudreau,2,1,32,99.68,3.115,2007-02-15,2007-04-30,74.09260416666666,32,491.05,Mid Value
19,Ruth Martinez,1,1,18,98.82,5.49,2007-02-19,2007-04-30,70.54,18,511.33,Mid Value
329,Frank Waggoner,2,1,23,98.77,4.2943,2007-03-01,2007-04-30,60.39351851851852,23,596.94,Mid Value
537,Clinton Buford,2,1,24,98.76,4.115,2007-02-15,2007-05-14,87.8374537037037,24,410.39,Mid Value
175,Annette Olson,1,1,24,98.76,4.115,2007-02-15,2007-05-14,87.72328703703704,24,410.92,Mid Value
374,Jeremy Hurtado,2,1,25,98.75,3.95,2007-02-16,2007-05-14,87.56423611111111,25,411.63,Mid Value
264,Gwendolyn May,1,1,25,98.75,3.95,2007-02-14,2007-05-14,88.66638888888889,25,406.51,Mid Value
425,Francis Sikes,2,1,25,98.75,3.95,2007-02-21,2007-04-30,68.73381944444445,25,524.4,Mid Value
580,Ross Grey,1,1,26,98.74,3.7977,2007-02-15,2007-04-30,74.06461805555556,26,486.6,Mid Value
367,Adam Gooch,1,1,20,97.8,4.89,2007-02-20,2007-04-30,69.25723379629629,20,515.43,Mid Value
65,Rose Howard,2,1,20,97.8,4.89,2007-02-17,2007-04-30,71.66953703703703,20,498.08,Mid Value
460,Leon Bostic,1,1,21,97.79,4.6567,2007-02-15,2007-04-29,72.95376157407408,21,489.26,Mid Value
562,Wallace Slone,1,1,22,97.78,4.4445,2007-02-17,2007-04-28,70.35594907407408,22,507.27,Mid Value
192,Laurie Lawrence,1,1,22,97.78,4.4445,2007-02-19,2007-05-14,83.91631944444444,22,425.3,Mid Value
409,Rodney Moeller,2,1,22,97.78,4.4445,2007-02-15,2007-04-30,74.46730324074075,22,479.27,Mid Value
475,Pedro Chestnut,2,1,22,97.78,4.4445,2007-03-01,2007-04-30,60.723055555555554,22,587.75,Mid Value
123,Shannon Freeman,2,1,23,97.77,4.2509,2007-02-15,2007-04-30,74.14107638888889,23,481.33,Mid Value
581,Virgil Wofford,1,1,25,97.75,3.91,2007-02-17,2007-04-30,72.54899305555556,25,491.79,Mid Value
256,Mabel Holland,2,1,25,97.75,3.91,2007-02-16,2007-04-30,73.78737268518519,25,483.53,Mid Value
269,Cassandra Walters,1,1,21,96.79,4.609,2007-03-01,2007-05-14,74.08601851851851,21,476.86,Mid Value
268,Nina Soto,1,1,21,96.79,4.609,2007-03-02,2007-04-30,59.14938657407407,21,597.27,Mid Value
379,Carlos Coughlin,1,1,21,96.79,4.609,2007-02-15,2007-04-30,74.15342592592593,21,476.42,Mid Value
352,Albert Crouse,1,1,22,96.78,4.3991,2007-02-15,2007-05-14,87.72086805555556,22,402.69,Mid Value
83,Louise Jenkins,1,1,22,96.78,4.3991,2007-02-15,2007-05-14,88.08488425925925,22,401.03,Mid Value
414,Vincent Ralston,1,1,23,96.77,4.2074,2007-02-18,2007-04-30,71.67172453703704,23,492.82,Mid Value
14,Betty White,2,1,23,96.77,4.2074,2007-02-15,2007-05-14,88.07208333333334,23,401.05,Mid Value
317,Edward Baugh,2,1,24,96.76,4.0317,2007-03-01,2007-05-14,74.38141203703704,24,474.81,Mid Value
286,Velma Lucas,1,1,24,96.76,4.0317,2007-03-17,2007-04-30,44.62871527777778,24,791.36,Mid Value
445,Micheal Forman,1,1,24,96.76,4.0317,2007-03-01,2007-04-30,60.53907407407407,24,583.38,Mid Value
500,Reginald Kinder,1,1,25,96.75,3.87,2007-02-15,2007-04-30,74.04458333333334,25,476.93,Mid Value
422,Melvin Ellington,1,1,25,96.75,3.87,2007-02-16,2007-05-14,86.63424768518519,25,407.62,Mid Value
74,Denise Kelly,1,1,26,96.74,3.7208,2007-02-18,2007-04-30,70.84576388888888,26,498.41,Mid Value
554,Dwayne Olvera,1,1,20,95.8,4.79,2007-02-17,2007-04-11,53.00605324074074,20,659.68,Mid Value
578,Willard Lumpkin,2,1,21,95.79,4.5614,2007-02-16,2007-04-30,73.09315972222223,21,478.34,Mid Value
106,Connie Wallace,1,1,21,95.79,4.5614,2007-02-18,2007-04-30,71.71319444444444,21,487.54,Mid Value
541,Darren Windham,2,1,22,95.78,4.3536,2007-02-17,2007-04-30,71.71439814814815,22,487.49,Mid Value
324,Gary Coy,2,1,22,95.78,4.3536,2007-03-17,2007-05-14,58.4690162037037,22,597.92,Mid Value
180,Stacy Cunningham,2,1,22,95.78,4.3536,2007-02-19,2007-05-14,84.07234953703704,22,415.83,Mid Value
488,Shane Millard,2,1,22,95.78,4.3536,2007-02-16,2007-04-30,73.64677083333333,22,474.69,Mid Value
339,Walter Perryman,2,1,24,95.76,3.99,2007-03-01,2007-04-30,60.327083333333334,24,579.38,Mid Value
199,Beth Franklin,2,1,24,95.76,3.99,2007-02-15,2007-05-14,87.93892361111111,24,397.46,Mid Value
456,Ronnie Ricketts,2,1,24,95.76,3.99,2007-02-15,2007-04-29,73.43846064814815,24,475.94,Mid Value
132,Esther Crawford,2,1,28,95.72,3.4186,2007-02-16,2007-04-27,70.04690972222222,28,498.78,Mid Value
22,Laura Rodriguez,1,1,19,94.81,4.99,2007-02-21,2007-05-14,81.91530092592592,19,422.46,Mid Value
68,Nicole Peterson,1,1,22,94.78,4.3082,2007-02-16,2007-04-30,73.13944444444445,22,473.0,Mid Value
150,Danielle Daniels,2,1,22,94.78,4.3082,2007-02-20,2007-04-30,68.43771990740741,22,505.49,Mid Value
276,Brandy Graves,1,1,23,94.77,4.1204,2007-03-01,2007-04-30,60.174224537037034,23,574.85,Mid Value
546,Kelly Knott,1,1,24,94.76,3.9483,2007-02-14,2007-04-30,74.85697916666666,24,462.05,Mid Value
10,Dorothy Taylor,1,1,24,94.76,3.9483,2007-02-16,2007-04-30,72.79530092592593,24,475.13,Mid Value
153,Suzanne Nichols,2,1,24,94.76,3.9483,2007-02-18,2007-04-30,71.60924768518518,24,483.0,Mid Value
161,Geraldine Perkins,1,1,24,94.76,3.9483,2007-02-16,2007-04-30,72.83787037037037,24,474.85,Mid Value
111,Carmen Owens,1,1,25,94.75,3.79,2007-02-16,2007-05-14,87.41748842592592,25,395.62,Mid Value
321,Kevin Schuler,1,1,17,93.83,5.5194,2007-03-17,2007-04-30,44.385740740740744,17,771.6,Mid Value
432,Edwin Burk,1,1,20,93.8,4.69,2007-02-14,2007-04-30,74.68983796296297,20,458.39,Mid Value
528,Claude Herzog,1,1,20,93.8,4.69,2007-02-17,2007-04-30,72.87328703703703,20,469.82,Mid Value
319,Ronald Weiner,2,1,21,93.79,4.4662,2007-03-17,2007-04-30,44.197858796296295,21,774.55,Mid Value
443,Francisco Skidmore,2,1,21,93.79,4.4662,2007-02-19,2007-04-30,69.81938657407407,21,490.31,Mid Value
105,Dawn Sullivan,1,1,22,93.78,4.2627,2007-02-16,2007-04-30,72.71349537037037,22,470.75,Mid Value
336,Joshua Mark,1,1,22,93.78,4.2627,2007-03-17,2007-05-14,58.26872685185185,22,587.45,Mid Value
385,Phillip Holm,1,1,24,93.76,3.9067,2007-02-16,2007-04-30,72.62376157407408,24,471.23,Mid Value
383,Martin Bales,1,1,25,93.75,3.75,2007-02-16,2007-04-30,72.34618055555555,25,472.99,Mid Value
229,Tamara Nguyen,1,1,25,93.75,3.75,2007-02-18,2007-05-14,85.55332175925926,25,399.97,Mid Value
12,Nancy Thomas,1,1,26,93.74,3.6054,2007-02-16,2007-04-30,72.86583333333333,26,469.56,Mid Value
377,Howard Fortner,1,1,26,93.74,3.6054,2007-02-19,2007-04-30,70.87533564814815,26,482.75,Mid Value
47,Frances Parker,1,1,19,92.81,4.8847,2007-02-17,2007-04-30,72.49285879629629,19,467.3,Mid Value
307,Joseph Joy,2,1,20,92.8,4.64,2007-03-01,2007-04-30,60.647280092592595,20,558.51,Mid Value
544,Cody Nolen,2,1,20,92.8,4.64,2007-02-15,2007-04-30,73.92539351851852,20,458.19,Mid Value
81,Andrea Henderson,1,1,21,92.79,4.4186,2007-02-19,2007-04-30,70.32916666666667,21,481.57,Mid Value
365,Bruce Schwarz,2,1,21,92.79,4.4186,2007-02-15,2007-04-30,74.09331018518519,21,457.1,Mid Value
511,Chester Benner,1,1,22,92.78,4.2173,2007-02-15,2007-04-30,74.0837037037037,22,457.11,Mid Value
431,Joel Francisco,2,1,22,92.78,4.2173,2007-02-16,2007-05-14,87.52399305555555,22,386.92,Mid Value
516,Elmer Noe,2,1,24,92.76,3.865,2007-02-14,2007-05-14,88.68113425925925,24,381.79,Mid Value
182,Renee Lane,1,1,24,92.76,3.865,2007-02-15,2007-04-28,71.64607638888889,24,472.56,Mid Value
474,Dustin Gillette,2,1,25,92.75,3.71,2007-02-16,2007-05-14,86.90027777777777,25,389.57,Mid Value
275,Carole Barnett,2,1,25,92.75,3.71,2007-03-01,2007-04-30,60.180625,25,562.54,Mid Value
188,Melanie Armstrong,1,1,25,92.75,3.71,2007-02-15,2007-05-14,87.6141550925926,25,386.4,Mid Value
505,Rafael Abney,1,1,19,91.81,4.8321,2007-02-16,2007-05-14,86.79077546296297,19,386.11,Mid Value
489,Ricardo Meador,1,1,19,91.81,4.8321,2007-02-16,2007-04-30,73.64356481481481,19,455.04,Mid Value
212,Wilma Richards,2,1,20,91.8,4.59,2007-02-15,2007-04-30,73.56973379629629,20,455.45,Mid Value
37,Pamela Baker,1,1,21,91.79,4.371,2007-02-16,2007-04-30,72.91097222222223,21,459.51,Mid Value
201,Vicki Fields,1,1,22,91.78,4.1718,2007-02-17,2007-04-30,72.1628125,22,464.22,Mid Value
417,Travis Estep,1,1,22,91.78,4.1718,2007-02-17,2007-05-14,86.38318287037038,22,387.8,Mid Value
392,Sean Douglass,2,1,23,91.77,3.99,2007-02-15,2007-04-30,73.81521990740741,23,453.78,Mid Value
570,Ivan Cromwell,2,1,25,91.75,3.67,2007-02-15,2007-05-14,88.35981481481481,25,379.0,Mid Value
323,Matthew Mahan,2,1,25,91.75,3.67,2007-03-01,2007-04-30,60.6099537037037,25,552.53,Mid Value
64,Judith Cox,2,0,30,91.7,3.0567,2007-02-15,2007-05-14,88.14204861111111,30,379.73,Mid Value
216,Natalie Meyer,1,1,22,90.78,4.1264,2007-02-15,2007-05-14,87.78049768518518,22,377.47,Mid Value
261,Deanna Byrd,1,1,22,90.78,4.1264,2007-02-16,2007-04-30,72.8147800925926,22,455.05,Mid Value
99,Emily Diaz,2,1,23,90.77,3.9465,2007-02-16,2007-05-14,86.58532407407408,23,382.64,Mid Value
36,Kathleen Adams,2,1,25,90.75,3.63,2007-02-19,2007-04-30,70.11571759259259,25,472.42,Mid Value
461,Derek Blakely,1,1,27,90.73,3.3604,2007-02-20,2007-04-30,69.22137731481482,27,478.41,Mid Value
552,Hugh Waldrop,2,1,20,89.8,4.49,2007-02-18,2007-04-30,71.36465277777778,20,459.29,Mid Value
333,Andrew Purdy,2,1,22,89.78,4.0809,2007-03-01,2007-04-30,59.818020833333335,22,547.82,Mid Value
43,Christine Roberts,2,1,22,89.78,4.0809,2007-02-15,2007-05-14,87.57478009259259,22,374.19,Mid Value
364,Benjamin Varney,1,1,22,89.78,4.0809,2007-02-16,2007-04-30,73.21894675925925,22,447.56,Mid Value
73,Beverly Brooks,2,1,22,89.78,4.0809,2007-02-16,2007-05-14,87.2053587962963,22,375.78,Mid Value
235,Jackie Lynch,1,1,23,89.77,3.903,2007-02-15,2007-04-30,74.12181712962963,23,442.06,Low Value
69,Judy Gray,2,1,23,89.77,3.903,2007-02-16,2007-05-14,87.55472222222222,23,374.24,Low Value
233,Lillie Kim,2,1,23,89.77,3.903,2007-02-17,2007-04-30,71.66003472222222,23,457.24,Low Value
507,Edgar Rhoads,2,1,23,89.77,3.903,2007-02-15,2007-04-30,73.78931712962962,23,444.05,Low Value
156,Bertha Ferguson,1,1,23,89.77,3.903,2007-02-17,2007-04-30,72.11717592592592,23,454.34,Low Value
463,Darrell Power,2,1,24,89.76,3.74,2007-02-15,2007-04-30,74.4963425925926,24,439.79,Low Value
34,Rebecca Scott,2,1,24,89.76,3.74,2007-02-17,2007-04-30,72.28304398148148,24,453.25,Low Value
361,Lawrence Lawton,2,1,29,89.71,3.0934,2007-02-18,2007-05-14,85.09905092592592,29,384.78,Low Value
249,Dora Medina,2,1,19,88.81,4.6742,2007-02-15,2007-04-28,72.34138888888889,19,448.09,Low Value
247,Stella Moreno,1,1,19,88.81,4.6742,2007-02-18,2007-04-28,69.26760416666667,19,467.98,Low Value
375,Aaron Selby,2,1,20,88.8,4.44,2007-02-15,2007-04-29,73.35289351851851,20,441.86,Low Value
33,Anna Hill,2,1,20,88.8,4.44,2007-02-15,2007-05-14,88.22881944444444,20,367.36,Low Value
60,Mildred Bailey,1,1,22,88.78,4.0355,2007-02-15,2007-05-14,87.74846064814815,22,369.29,Low Value
415,Glenn Pullen,1,1,22,88.78,4.0355,2007-02-17,2007-04-30,72.45185185185186,22,447.26,Low Value
231,Georgia Jacobs,1,1,23,88.77,3.8596,2007-02-18,2007-04-30,70.6073263888889,23,458.89,Low Value
53,Heather Morris,1,1,24,88.76,3.6983,2007-02-17,2007-05-14,86.25409722222223,24,375.6,Low Value
133,Pauline Henry,1,1,25,88.75,3.55,2007-02-15,2007-04-30,73.47927083333333,25,440.86,Low Value
72,Theresa Watson,2,1,27,88.73,3.2863,2007-02-18,2007-04-30,71.55467592592592,27,452.61,Low Value
17,Donna Thompson,1,1,18,87.82,4.8789,2007-02-17,2007-04-30,71.97608796296296,18,445.35,Low Value
203,Tara Ryan,1,1,19,87.81,4.6216,2007-02-15,2007-04-30,74.08145833333333,19,432.64,Low Value
476,Derrick Bourque,1,1,20,87.8,4.39,2007-02-16,2007-05-14,87.14002314814815,20,367.76,Low Value
523,Harvey Guajardo,1,1,20,87.8,4.39,2007-02-16,2007-04-30,72.67443287037037,20,440.97,Low Value
305,Richard Mccrary,1,1,20,87.8,4.39,2007-03-01,2007-04-30,60.04152777777778,20,533.75,Low Value
547,Kurt Emmons,1,1,20,87.8,4.39,2007-02-17,2007-04-29,71.40850694444444,20,448.78,Low Value
226,Maureen Little,2,1,21,87.79,4.1805,2007-02-21,2007-04-29,66.8794212962963,21,479.12,Low Value
189,Loretta Carpenter,1,1,21,87.79,4.1805,2007-02-15,2007-04-30,73.96043981481482,21,433.25,Low Value
130,Charlotte Hunter,1,1,22,87.78,3.99,2007-02-16,2007-04-30,73.60017361111112,22,435.32,Low Value
351,Jack Foust,1,1,23,87.77,3.8161,2007-02-16,2007-04-30,73.05288194444445,23,438.53,Low Value
597,Freddie Duggan,1,1,23,87.77,3.8161,2007-02-18,2007-05-14,85.01138888888889,23,376.84,Low Value
509,Raul Fortier,1,1,18,86.82,4.8233,2007-02-15,2007-04-30,74.71086805555555,18,424.16,Low Value
238,Nellie Garrett,1,1,19,86.81,4.5689,2007-02-15,2007-04-30,74.43436342592592,19,425.69,Low Value
195,Vanessa Sims,1,1,19,86.81,4.5689,2007-03-02,2007-04-30,59.64716435185185,19,531.22,Low Value
501,Ruben Geary,1,1,19,86.81,4.5689,2007-02-21,2007-04-30,68.70068287037037,19,461.21,Low Value
478,Lewis Lyman,1,1,19,86.81,4.5689,2007-02-16,2007-04-30,73.31324074074074,19,432.2,Low Value
169,Erica Matthews,2,0,20,86.8,4.34,2007-02-17,2007-04-30,71.99354166666667,20,440.07,Low Value
67,Kelly Torres,1,1,20,86.8,4.34,2007-02-17,2007-04-30,71.56630787037037,20,442.69,Low Value
217,Agnes Bishop,2,1,21,86.79,4.1329,2007-02-15,2007-04-30,74.26282407407408,21,426.57,Low Value
101,Peggy Myers,1,1,23,86.77,3.7726,2007-03-01,2007-05-14,74.52516203703703,23,424.97,Low Value
232,Constance Reid,2,1,23,86.77,3.7726,2007-02-16,2007-04-30,73.64207175925925,23,430.07,Low Value
419,Chad Carbone,1,1,24,86.76,3.615,2007-02-19,2007-04-30,70.1454050925926,24,451.45,Low Value
208,Lucy Wheeler,1,1,25,86.75,3.47,2007-02-16,2007-05-14,86.7778125,25,364.88,Low Value
228,Allison Stanley,2,1,25,86.75,3.47,2007-02-18,2007-05-14,85.34458333333333,25,371.01,Low Value
561,Ian Still,2,1,25,86.75,3.47,2007-02-14,2007-05-14,88.57758101851852,25,357.47,Low Value
115,Wendy Harrison,1,1,27,86.73,3.2122,2007-02-15,2007-05-14,88.06834490740741,27,359.45,Low Value
567,Alfredo Mcadams,2,1,20,85.8,4.29,2007-02-19,2007-04-30,70.42199074074074,20,444.7,Low Value
437,Randall Neumann,2,1,20,85.8,4.29,2007-02-18,2007-04-30,71.56706018518518,20,437.59,Low Value
359,Willie Markham,2,1,22,85.78,3.8991,2007-02-15,2007-05-14,88.16038194444444,22,355.14,Low Value
382,Victor Barkley,2,1,22,85.78,3.8991,2007-02-18,2007-04-30,70.66891203703703,22,443.05,Low Value
455,Jon Wiles,2,1,22,85.78,3.8991,2007-02-15,2007-04-29,72.46547453703704,22,432.06,Low Value
77,Jane Bennett,2,1,23,85.77,3.7291,2007-02-16,2007-04-30,73.41538194444445,23,426.42,Low Value
8,Susan Wilson,2,1,23,85.77,3.7291,2007-02-15,2007-04-30,74.50640046296296,23,420.18,Low Value
24,Kimberly Lee,2,1,23,85.77,3.7291,2007-02-16,2007-04-30,73.02032407407407,23,428.73,Low Value
450,Jay Robb,1,1,25,85.75,3.43,2007-02-16,2007-05-14,87.27944444444445,25,358.6,Low Value
542,Lonnie Tirado,2,1,16,84.84,5.3025,2007-02-19,2007-04-29,69.15680555555555,16,447.77,Low Value
545,Julio Noland,2,1,19,84.81,4.4637,2007-02-17,2007-04-30,71.78278935185185,19,431.24,Low Value
55,Doris Reed,2,1,19,84.81,4.4637,2007-02-16,2007-04-30,72.77907407407407,19,425.34,Low Value
539,Mathew Bolin,1,1,20,84.8,4.24,2007-02-15,2007-04-30,74.24494212962964,20,416.89,Low Value
88,Bonnie Hughes,2,1,20,84.8,4.24,2007-02-15,2007-04-29,72.92614583333334,20,424.43,Low Value
299,James Gannon,2,1,21,84.79,4.0376,2007-03-01,2007-04-30,60.66414351851852,21,510.16,Low Value
6,Jennifer Davis,2,1,25,84.75,3.39,2007-02-16,2007-04-28,71.62899305555555,25,431.86,Low Value
140,Eva Ramos,1,1,18,83.82,4.6567,2007-02-16,2007-04-30,73.6460300925926,18,415.42,Low Value
480,Corey Hauser,1,1,19,83.81,4.4111,2007-02-15,2007-04-30,74.19447916666667,19,412.3,Low Value
143,Leslie Gordon,1,1,20,83.8,4.19,2007-02-17,2007-04-30,72.70023148148148,20,420.73,Low Value
440,Bernard Colby,1,1,21,83.79,3.99,2007-03-18,2007-05-14,57.239560185185184,21,534.3,Low Value
598,Wade Delvalle,1,1,22,83.78,3.8082,2007-02-20,2007-04-30,69.37873842592593,22,440.76,Low Value
340,Patrick Newsom,1,1,23,83.77,3.6422,2007-03-01,2007-04-30,60.349328703703705,23,506.65,Low Value
496,Tyler Wren,2,1,19,82.81,4.3584,2007-02-19,2007-05-14,84.46616898148149,19,357.84,Low Value
564,Bob Pfeiffer,2,1,22,82.78,3.7627,2007-02-16,2007-04-30,73.32075231481481,22,412.09,Low Value
498,Gene Sanborn,1,1,24,82.76,3.4483,2007-02-15,2007-04-30,74.03721064814815,24,408.0,Low Value
483,Vernon Chapa,2,1,17,81.83,4.8135,2007-02-19,2007-04-29,68.24105324074074,17,437.68,Low Value
524,Jared Ely,1,1,17,81.83,4.8135,2007-02-15,2007-04-29,72.97939814814815,17,409.27,Low Value
308,Thomas Grigsby,1,1,19,81.81,4.3058,2007-03-01,2007-04-30,60.414340277777775,19,494.26,Low Value
174,Yvonne Watkins,2,1,19,81.81,4.3058,2007-02-16,2007-04-30,73.55635416666667,19,405.96,Low Value
322,Jason Morrissey,1,1,19,81.81,4.3058,2007-03-02,2007-04-30,59.231192129629626,19,504.14,Low Value
165,Lorraine Stephens,2,1,20,81.8,4.09,2007-02-17,2007-04-30,72.00274305555556,20,414.66,Low Value
312,Mark Rinehart,2,1,20,81.8,4.09,2007-03-01,2007-04-30,59.45225694444444,20,502.2,Low Value
4,Barbara Jones,2,1,22,81.78,3.7173,2007-02-15,2007-04-30,74.39342592592592,22,401.24,Low Value
534,Christian Jung,1,0,22,81.78,3.7173,2007-02-16,2007-05-14,87.36076388888888,22,341.68,Low Value
